state,date,unemp_rate,hp_unemp_rate,hf_unemp_rate,ln_EPU_Composite,ln_Employment,hp_ln_EPU_Composite,hp_ln_Employment,hf_ln_EPU_Composite,hf_ln_Employment
AK,2/1/2006,6.9,-0.030122417,-0.10107066,4.850796065,1268.521254,0.171809157,0.292513375,-0.308350483,1.138148731
AK,3/1/2006,6.8,-0.12476422,-0.121236511,3.863470205,1268.762805,-0.819782538,0.417697873,-1.140882346,0.795284254
AK,4/1/2006,6.7,-0.220041648,-0.103950287,5.185179631,1269.014559,0.497479202,0.554857147,0.327672776,0.914370505
AK,5/1/2006,6.7,-0.216000016,0.035399455,5.501596398,1269.234632,0.809276465,0.662157468,0.605270422,0.841662679
AK,6/1/2006,6.7,-0.212682942,0.05158917,4.685369035,1269.411878,-0.011736024,0.728496892,-0.382513907,0.285996297
AK,7/1/2006,6.6,-0.310132377,-0.006994091,5.019919396,1269.55449,0.317863539,0.76211132,0.369536103,0.185610743
AK,8/1/2006,6.6,-0.308388631,-0.063844083,4.576197131,1269.681902,-0.130975154,0.782468532,0.14399002,0.356732375
AK,9/1/2006,6.5,-0.407489621,-0.200260027,4.285722486,1269.793561,-0.426734268,0.789043942,-0.536820098,0.220153009
AK,10/1/2006,6.5,-0.407470885,-0.238126291,5.210177553,1269.895932,0.492266888,0.788327417,0.146098869,0.180104304
AK,11/1/2006,6.4,-0.508364815,-0.351138627,4.787919026,1270.002471,0.0643869,0.793789837,-0.029715548,0.192354525
AK,12/1/2006,6.3,-0.61020066,-0.507845038,5.017673799,1270.088778,0.288350756,0.78104432,0.204795403,0.086832838
AK,1/1/2007,6.3,-0.613003748,-0.436418994,4.248758864,1270.108286,-0.486526955,0.703527071,-0.684832414,-0.381869532
AK,2/1/2007,6.2,-0.716794696,-0.24672147,5.014971346,1270.076889,0.273546264,0.577130854,-0.013230522,-0.540322548
AK,3/1/2007,6.2,-0.721589394,-0.356235424,4.742850485,1270.008268,-0.004891221,0.415530885,-0.009440038,-0.874458496
AK,4/1/2007,6.2,-0.727398197,-0.608911393,4.441279893,1269.923723,-0.312958783,0.240015806,-0.231928547,-1.480865308
AK,5/1/2007,6.2,-0.734225896,-0.39445541,4.68750528,1269.870273,-0.073413658,0.097590299,-0.23687406,-1.688495437
AK,6/1/2007,6.3,-0.642071668,-0.397057856,4.534862307,1269.876994,-0.232920717,0.017313666,-0.206632041,-1.307017725
AK,7/1/2007,6.3,-0.650929025,-0.50430056,4.532981463,1269.955168,-0.241849438,0.010451706,-0.094674656,-1.020177921
AK,8/1/2007,6.3,-0.660786523,-0.606162068,3.549536349,1270.09457,-1.232524387,0.066761288,-1.159513788,-0.719227206
AK,9/1/2007,6.3,-0.671627699,-0.638779932,4.439855234,1270.264213,-0.349613599,0.155239211,-0.207259382,-0.854449735
AK,10/1/2007,6.3,-0.683430987,-0.446440411,4.650334069,1270.434784,-0.146707913,0.246554348,-0.161321951,-0.958267915
AK,11/1/2007,6.3,-0.696169642,-0.239522593,4.816165283,1270.58717,0.011401005,0.321574871,0.057778101,-0.676088029
AK,12/1/2007,6.2,-0.809811644,-0.455370581,5.103472783,1270.742655,0.290854099,0.40156471,0.197384273,-0.830805659
AK,1/1/2008,6.2,-0.824319602,-0.489530994,5.110895264,1270.905459,0.290307014,0.490718976,0.151402198,-1.159362604
AK,2/1/2008,6.2,-0.839649876,-0.566462082,4.880575962,1271.057432,0.051917692,0.570862686,0.094377581,-0.703744133
AK,3/1/2008,6.3,-0.755752466,-0.506317728,4.340079137,1271.205556,-0.496737143,0.648948358,-0.401120385,-0.67787101
AK,4/1/2008,6.3,-0.772570893,-0.525570798,3.867403748,1271.357074,-0.977646466,0.732182449,-0.82014389,0.151836982
AK,5/1/2008,6.4,-0.690042846,-0.531944475,4.503877829,1271.480408,-0.349466347,0.788948622,-0.75650898,0.674707747
AK,6/1/2008,6.5,-0.608100054,-0.703562619,4.873352416,1271.549529,0.011677694,0.793172366,-0.009185756,0.68598738
AK,7/1/2008,6.5,-0.626668921,-0.35292847,4.221361501,1271.572358,-0.648654216,0.752724167,-0.531999832,0.803159634
AK,8/1/2008,6.5,-0.645671158,-0.228104028,4.806992151,1271.570556,-0.071348961,0.689206437,-0.155266129,0.306140206
AK,9/1/2008,6.6,-0.565023642,-0.205440373,4.693122454,1271.562746,-0.193497402,0.621180017,-0.133382041,0.329972521
AK,10/1/2008,6.6,-0.584638267,-0.155293114,4.629914748,1271.536009,-0.264905595,0.535655944,-0.391007969,-0.034283063
AK,11/1/2008,6.7,-0.504422567,0.068995621,5.206785241,1271.475297,0.303875761,0.417514624,-0.014927717,-0.576704236
AK,12/1/2008,6.9,-0.324279568,0.205984851,5.532910876,1271.383257,0.622058752,0.269325001,0.562330844,-0.317240335
AK,1/1/2009,7.2,-0.044108398,0.52129182,5.627245072,1271.270951,0.70862959,0.102067053,0.588820996,-0.054891066
AK,2/1/2009,7.4,0.136194311,0.611741568,5.258636908,1271.158216,0.332465351,-0.064502718,0.401543198,-0.75811269
AK,3/1/2009,7.7,0.416732272,0.865997066,5.879240699,1271.074337,0.945742879,-0.201185217,0.743138527,-0.423810757
AK,4/1/2009,7.9,0.597608144,1.060635604,5.432359329,1271.0369,0.491785018,-0.290475226,0.321235226,-0.574109659
AK,5/1/2009,8,0.678921372,1.128210759,5.140058585,1271.036296,0.192670222,-0.342064533,0.329612676,-0.783146457
AK,6/1/2009,8.1,0.760766791,1.21897721,5.679524754,1271.045959,0.725593648,-0.382598726,0.603404311,-0.701931802
AK,7/1/2009,8.1,0.743233994,1.243484874,5.02862949,1271.016364,0.068434333,-0.461677592,0.150696906,-0.957730548
AK,8/1/2009,8.2,0.826406706,1.43075608,4.389840948,1270.928133,-0.576337782,-0.598754597,-0.241756749,-0.605371977
AK,9/1/2009,8.2,0.810362919,1.530063652,4.975203538,1270.815617,0.00332297,-0.759548987,0.159022105,-0.444652032
AK,10/1/2009,8.3,0.895174244,1.408361274,5.169311319,1270.695399,0.192016352,-0.927541935,0.212011114,-0.582744308
AK,11/1/2009,8.3,0.880906043,1.417660552,5.371943733,1270.623866,0.389527485,-1.046406815,0.3353524,-0.270966952
AK,12/1/2009,8.4,0.967616769,1.648344571,5.308246262,1270.633265,0.321006045,-1.083948555,0.524078102,-0.827016648
AK,1/1/2010,8.4,0.955358079,1.460232964,5.787090921,1270.719333,0.795325243,-1.044475219,0.696505555,-0.587727372
AK,2/1/2010,8.4,0.944174162,1.350292874,5.351482518,1270.860397,0.355488598,-0.949695623,0.453102061,-0.286546942
AK,3/1/2010,8.4,0.934101837,1.175001822,5.156738537,1271.017572,0.156806173,-0.838521738,0.415820559,-0.752259506
AK,4/1/2010,8.3,0.825170638,1.225113436,4.781702769,1271.157915,-0.221888407,-0.743919371,0.150013251,-0.932190885
AK,5/1/2010,8.2,0.717402889,1.179795125,4.066700632,1271.283904,-0.940281099,-0.663422445,-0.611280763,-0.702604112
AK,6/1/2010,8,0.51081455,0.929899119,4.852446396,1271.38416,-0.157667297,-0.608419678,-0.164901885,-0.733186697
AK,7/1/2010,7.9,0.405416044,0.945527422,5.091851344,1271.449438,0.078861875,-0.588159137,0.434222529,-1.018979956
AK,8/1/2010,7.9,0.401213852,1.106883105,5.239135884,1271.496941,0.223525634,-0.585436535,0.45823712,-1.310078475
AK,9/1/2010,8,0.498211328,0.980959955,5.217631252,1271.54382,0.199653414,-0.583094189,0.17826085,-1.205232933
AK,10/1/2010,8,0.496408729,0.981872258,5.367175809,1271.635712,0.347080054,-0.535485696,0.448515973,-0.485177682
AK,11/1/2010,8.1,0.595802469,1.059657205,5.094272518,1271.753906,0.072303451,-0.461306441,0.097846107,-0.266524605
AK,12/1/2010,8,0.496385131,0.649437472,4.963694828,1271.870763,-0.05991069,-0.388176911,-0.254018782,-0.024696394
AK,1/1/2011,8,0.4981447,0.386461862,5.309278721,1271.996456,0.284265312,-0.305900664,0.189416915,0.307183161
AK,2/1/2011,7.9,0.401065333,0.626166505,5.728035446,1272.102574,0.701834867,-0.242864108,0.677614149,0.263761842
AK,3/1/2011,7.8,0.305127341,0.454607867,6.061705443,1272.169475,1.034528384,-0.218680462,0.998870265,0.231087827
AK,4/1/2011,7.8,0.310307941,0.515483944,5.243028257,1272.217234,0.21506996,-0.21324498,-0.012250982,0.49465081
AK,5/1/2011,7.7,0.216581998,0.69761477,4.268258037,1272.268549,-0.760309687,-0.203827711,-0.960254041,1.0590732
AK,6/1/2011,7.7,0.223921978,0.706366809,4.397307658,1272.361566,-0.631722771,-0.15225075,-0.790621187,1.714965346
AK,7/1/2011,7.7,0.232298681,0.539949867,5.553413823,1272.530682,0.524048187,-0.024081025,0.114776327,2.66273142
AK,8/1/2011,7.7,0.241681175,0.466798028,5.606894374,1272.741676,0.577306682,0.14649553,0.508365914,2.871045208
AK,9/1/2011,7.7,0.252036738,0.357781721,5.691600846,1272.928523,0.661885856,0.293491432,0.476259295,2.648880935
AK,10/1/2011,7.7,0.263330782,0.136252132,5.228501424,1273.051119,0.198731047,0.376835758,-0.331859952,3.116407712
AK,11/1/2011,7.6,0.175526775,0.183141492,4.698751326,1273.108812,-0.33103048,0.395909692,-0.811810078,2.116750202
AK,12/1/2011,7.5,0.088586153,0.084481356,4.626906629,1273.108516,-0.402872137,0.357658348,-0.924935676,2.255268992
AK,1/1/2012,7.5,0.102468997,0.219311361,5.746304879,1273.064436,0.71651669,0.276312402,0.236656187,2.075416318
AK,2/1/2012,7.4,0.017134705,0.348512604,5.311346715,1273.013527,0.281512816,0.188851656,-0.287202805,1.89961649
AK,3/1/2012,7.4,0.032541884,0.493633287,4.073837336,1272.969405,-0.956107913,0.108913035,-1.321875606,2.232320421
AK,4/1/2012,7.3,-0.05135099,0.488626012,5.562604282,1272.919041,0.532450516,0.023488074,0.370059655,1.94435237
AK,5/1/2012,7.3,-0.034585694,0.635814217,4.953004628,1272.892367,-0.077478969,-0.037470778,-0.223925282,1.636224385
AK,6/1/2012,7.3,-0.017203608,0.673530888,5.168688862,1272.90452,0.137725865,-0.058808736,0.050182141,2.166476357
AK,7/1/2012,7.2,-0.099245843,0.465938444,5.305460444,1272.954891,0.273840818,-0.041112715,0.005169648,2.040470965
AK,8/1/2012,7.2,-0.080753381,0.248142248,5.53265404,1273.036913,0.500171835,0.009068238,0.186532932,1.820236124
AK,9/1/2012,7.1,-0.161766437,-0.006081092,3.719767348,1273.144298,-1.31381422,0.085467919,-1.599557873,1.598570942
AK,10/1/2012,7.1,-0.1423246,0.233756656,4.575869894,1273.235913,-0.459082515,0.146973214,-0.879701627,0.349412642
AK,11/1/2012,7.1,-0.122466215,0.399941755,3.657349364,1273.274603,-1.37926992,0.156448308,-1.640616812,0.936915871
AK,12/1/2012,7.1,-0.102228527,0.573285306,4.957818032,1273.252159,-0.080785175,0.105703762,-0.36316459,0.565901491
AK,1/1/2013,7.1,-0.081647835,0.639545768,5.048191289,1273.182136,0.007276741,0.008312292,-0.210530907,-0.064680266
AK,2/1/2013,7,-0.16075965,0.618258718,4.831507544,1273.097276,-0.212055512,-0.102969573,-0.569567885,0.747870421
AK,3/1/2013,7,-0.139598854,0.549142244,4.916641341,1273.04372,-0.129917193,-0.181981779,-0.576456361,0.483787813
AK,4/1/2013,7,-0.118199088,0.495183914,5.285771242,1273.05763,0.23586209,-0.192547365,0.043619859,0.353742326
AK,5/1/2013,7,-0.096592915,0.265409454,4.626791746,1273.104966,-0.426830327,-0.168685189,-0.447626919,0.310031134
AK,6/1/2013,7,-0.074811986,0.17318476,4.364148519,1273.145481,-0.693557764,-0.150624809,-0.730678271,-0.419076167
AK,7/1/2013,7,-0.052887209,0.123025167,5.573163788,1273.171496,0.510996313,-0.146021433,0.0624234,-0.504057205
AK,8/1/2013,7,-0.030848911,0.112621423,5.083785565,1273.180954,0.016779576,-0.15690999,-0.518560166,-0.078206259
AK,9/1/2013,7,-0.008727014,0.306790161,4.582435296,1273.175043,-0.489790811,-0.182079681,-0.917968383,0.236228984
AK,10/1/2013,7,0.013448799,0.370156424,4.953066984,1273.162923,-0.124765258,-0.212343808,-0.471693006,0.567898156
AK,11/1/2013,6.9,-0.064351088,0.344791612,4.215973526,1273.170905,-0.867851503,-0.221367302,-1.070165675,0.239047804
AK,12/1/2013,6.9,-0.042156393,0.519532755,4.64886434,1273.213165,-0.441339798,-0.194943627,-0.581044683,0.249949533
AK,1/1/2014,6.9,-0.019996339,0.210069485,5.372148979,1273.297632,0.275186437,-0.12511534,-0.154983616,0.468735179
AK,2/1/2014,6.9,0.002100175,0.155317152,5.154380481,1273.422135,0.05029067,-0.014021958,-0.463732695,0.183347925
AK,3/1/2014,6.9,0.024104407,0.242503995,4.701085183,1273.548251,-0.410492455,0.099944731,-0.37380603,0.517799677
AK,4/1/2014,6.9,0.045987598,0.188415014,4.457378396,1273.620077,-0.662039706,0.160916081,-0.628243012,0.88349554
AK,5/1/2014,6.9,0.067720802,0.101844187,5.082294279,1273.63832,-0.045305837,0.169628921,-0.37660402,0.022862262
AK,6/1/2014,6.9,0.089274718,0.128181069,4.660089718,1273.638908,-0.476017769,0.162042873,-0.664016776,0.005509286
AK,7/1/2014,6.8,0.010619524,0.101936957,5.438817906,1273.617429,0.293894239,0.133773263,0.068892569,-0.080800027
AK,8/1/2014,6.8,0.031724709,0.200998668,5.269075922,1273.604774,0.115047483,0.115740924,-0.293612002,0.359855411
AK,9/1/2014,6.7,-0.047440322,0.136254628,4.47315724,1273.624785,-0.690246615,0.131813095,-0.530529158,0.684921507
AK,10/1/2014,6.5,-0.226906406,-0.198908687,4.996622235,1273.680677,-0.176410615,0.185231005,0.078461926,1.484524949
AK,11/1/2014,6.4,-0.306704017,-0.34631582,5.2941873,1273.747413,0.111294264,0.250981789,0.355601745,2.099725278
AK,12/1/2014,6.3,-0.386861874,-0.504278231,5.858312225,1273.808523,0.665351562,0.312620663,0.712386681,2.178635102
AK,1/1/2015,6.2,-0.467406335,-0.511342953,6.070807241,1273.828494,0.867594399,0.334653755,0.736133061,1.875960304
AK,2/1/2015,6.3,-0.348360768,-0.284759686,4.949580688,1273.792368,-0.264051125,0.302144196,-0.055979497,1.46178445
AK,3/1/2015,6.3,-0.329744936,-0.452198483,5.303995714,1273.735656,0.079789198,0.250618832,0.241744539,0.895929429
AK,4/1/2015,6.3,-0.311575916,-0.51565838,5.597161016,1273.698615,0.362237166,0.220347483,0.332656028,0.341280032
AK,5/1/2015,6.3,-0.293868238,-0.516115064,5.234545805,1273.663619,-0.011225527,0.193717565,0.183444715,0.994910859
AK,6/1/2015,6.3,-0.276634029,-0.448717351,4.688728031,1273.607717,-0.568011237,0.147788861,-0.127843993,1.112799082
AK,7/1/2015,6.2,-0.359883148,-0.580037731,4.969824827,1273.5403,-0.29799306,0.091959719,-0.248312522,0.855472143
AK,8/1/2015,6.2,-0.343623322,-0.654051563,5.345620426,1273.466353,0.066627397,0.031225027,0.334709244,0.856084713
AK,9/1/2015,6.2,-0.327859497,-0.626184153,5.69758833,1273.386452,0.407340096,-0.033832628,0.771889746,0.871646837
AK,10/1/2015,6.3,-0.21259397,-0.558916319,4.80932365,1273.317114,-0.492243911,-0.086690389,0.015152465,1.046749529
AK,11/1/2015,6.3,-0.197826508,-0.377535133,5.367581455,1273.269878,0.054643249,-0.115801817,0.254198904,0.689790635
AK,12/1/2015,6.4,-0.083555238,-0.312042585,5.172804596,1273.249501,-0.151538976,-0.116401907,0.227124288,0.662941899
AK,1/1/2016,6.4,-0.069776759,-0.554266238,5.915384909,1273.252159,0.57961743,-0.092304979,0.674562511,0.475390144
AK,2/1/2016,6.5,0.043512973,-0.448176104,5.546997077,1273.263381,0.199804493,-0.057972701,0.298182525,0.12384627
AK,3/1/2016,6.5,0.05631854,-0.332571942,5.824162964,1273.251273,0.465556954,-0.045290556,0.778477525,0.428626969
AK,4/1/2016,6.5,0.068644192,-0.39007767,6.177410735,1273.215529,0.807414311,-0.054551697,1.194385181,0.946810532
AK,5/1/2016,6.6,0.180493739,-0.264540104,5.533622189,1273.173269,0.152266102,-0.068625095,0.556067126,0.526139568
AK,6/1/2016,6.6,0.191870467,-0.236672694,6.541374384,1273.127444,1.148690897,-0.084550233,1.309300074,0.070165496
AK,7/1/2016,6.6,0.202776264,-0.139368622,5.595281737,1273.080413,0.191303447,-0.099953041,0.445925739,0.462359014
AK,8/1/2016,6.7,0.31321154,-0.048716473,5.208951201,1273.036913,-0.206297823,-0.110086591,0.055801956,-0.296667535
AK,9/1/2016,6.7,0.323175142,-0.035167144,5.44432671,1273.020928,0.017821018,-0.0909512,0.358076249,-0.295870004
AK,10/1/2016,6.7,0.332663498,0.070751267,5.607780255,1273.041944,0.17002355,-0.033047797,0.729389417,-0.569075164
AK,11/1/2016,6.7,0.341670542,0.052333811,6.233230127,1273.100234,0.784219512,0.063911155,0.946326453,-0.193029719
AK,12/1/2016,6.7,0.350187642,-0.215082855,5.213368606,1273.177407,-0.246908676,0.181552157,-0.201064697,-0.122155263
AK,1/1/2017,6.6,0.258203531,-0.235089677,5.524485699,1273.259838,0.052913079,0.306262208,0.040390422,0.316049684
AK,2/1/2017,6.6,0.265704238,-0.360830829,5.869248607,1273.325379,0.386337973,0.415909141,0.592916104,0.611300908
AK,3/1/2017,6.5,0.172673801,-0.543322043,5.536615899,1273.348691,0.042310157,0.485164836,0.495491783,0.376566628
AK,4/1/2017,6.5,0.179094206,-0.206173729,6.285443621,1273.315934,0.77966828,0.500195055,0.725261617,0.093347405
AK,5/1/2017,6.5,0.184946108,-0.079439862,5.916451196,1273.243002,0.399114044,0.47690036,0.54397195,0.721523754
AK,6/1/2017,6.5,0.19020878,-0.312815555,6.101616137,1273.151098,0.572601222,0.436481945,0.876496162,0.897509861
AK,7/1/2017,6.5,0.194860069,0.024274464,6.114118589,1273.044904,0.573283138,0.38361957,0.744819387,0.499834126
AK,8/1/2017,6.5,0.198876352,-0.062656411,6.001101264,1272.925264,0.44827127,0.319149901,0.619542379,0.32037895
AK,9/1/2017,6.5,0.202232503,-0.387500741,5.011603958,1272.789459,-0.553430248,0.240344554,-0.589827874,0.234432625
AK,10/1/2017,6.5,0.204901864,-0.500735781,4.578121753,1272.643961,-0.999365453,0.153663096,-0.855916438,-0.032734005
AK,11/1/2017,6.4,0.106856213,-0.549149818,4.762522677,1272.49587,-0.827701166,0.0661918,-0.641073234,-0.104651157
AK,12/1/2017,6.4,0.10806575,-0.719756273,5.069198373,1272.372889,-0.534072882,0.005618093,-0.584457858,-0.046763376
AK,1/1/2018,6.3,0.008499848,-0.640064644,5.109308479,1272.301055,-0.507341714,-0.002036496,-0.386054998,0.263816911
AK,2/1/2018,6.2,-0.091872953,-0.815165378,5.178654221,1272.287935,-0.451723068,0.050778114,-0.337763825,0.338946386
AK,3/1/2018,6.1,-0.193084177,-0.83578915,4.9341505,1272.324012,-0.710314756,0.154530369,-0.643637763,0.70840815
AK,4/1/2018,6,-0.295164641,-0.882913674,4.768454292,1272.358288,-0.890469034,0.258205615,-0.864507795,0.585502752
AK,5/1/2018,5.9,-0.398143671,-1.06321638,5.028334862,1272.3565,-0.645420386,0.327523416,-0.56790125,0.477609521
AK,6/1/2018,5.9,-0.402048318,-1.21048454,5.024318517,1272.319242,-0.664639383,0.36305869,-0.584588101,0.519313867
AK,7/1/2018,5.8,-0.506902557,-1.189518916,4.826487511,1272.259899,-0.87803567,0.378174017,-0.985783325,0.423395002
AK,8/1/2018,5.8,-0.512727263,-1.344636035,6.081745922,1272.181417,0.361308062,0.375790681,0.488713011,0.360023937
AK,9/1/2018,5.8,-0.5195394,-1.379208358,5.488538349,1272.08375,-0.248143585,0.35583598,0.019630963,-0.33958557
AK,10/1/2018,5.8,-0.527351975,-1.172483558,6.039110009,1271.987783,0.285871825,0.339162893,0.141889234,-0.475823022
AK,11/1/2018,5.8,-0.536173987,-1.155904808,5.224931718,1271.915971,-0.54515576,0.348194828,-0.55402203,-0.698919083
AK,12/1/2018,5.8,-0.546010364,-1.325561727,5.466102107,1271.869266,-0.321110785,0.383846409,-0.467498688,-0.617663402
AK,1/1/2019,5.8,-0.556861899,-1.0057362,5.680442027,1271.836619,-0.124151265,0.435031162,0.042296288,-0.620545682
AK,2/1/2019,5.7,-0.668725172,-1.243311513,6.012001953,1271.835421,0.189796885,0.519097518,0.114486291,-0.245261731
AK,3/1/2019,5.6,-0.781592464,-1.410000288,6.075993637,1271.862677,0.235969985,0.633006936,0.050085537,0.063858628
AK,4/1/2019,5.5,-0.895450899,-1.432319391,6.325094355,1271.92525,0.467068414,0.783571267,0.614783238,0.18967346
AK,5/1/2019,5.4,-1.010281567,-1.610732433,6.063694507,1272.003933,0.187503856,0.951532526,-0.063606403,-0.036657363
AK,6/1/2019,5.4,-1.026058651,-1.688333374,5.677858945,1272.069107,-0.216641159,1.107209656,-0.139760464,-0.084269208
AK,7/1/2019,5.4,-1.042748538,-1.447640248,6.847295086,1272.121992,0.934357019,1.251756677,1.009291703,0.071200584
AK,8/1/2019,5.4,-1.060309698,-1.477278566,6.518807481,1272.190074,0.587320844,1.412583385,0.560633812,0.130193546
AK,9/1/2019,5.3,-1.178692555,-1.584473165,4.951496639,1272.302546,-0.99863848,1.618798047,-0.673763328,0.339616224
AK,10/1/2019,5.2,-1.297839351,-1.605260807,5.774441043,1272.424124,-0.194436309,1.835019912,0.122931808,0.39567374
AK,11/1/2019,5,-1.517683234,-1.681771388,4.816090659,1272.503012,-1.171608806,2.009343042,-0.680835005,0.647625765
AK,12/1/2019,5,-1.538147337,-1.790670637,6.002342517,1272.499143,-0.004243576,2.101579913,0.309715231,0.384701436
